Position	Strand	Depth	Trans_Depth
50	FR	35.12	-1.54555450723406
50	RF	50.27	1.70130888522808
150	FR	72.06	-1.85769425778655
150	RF	193.6	2.28690535297237
250	FR	99.16	-1.99633651809578
250	RF	309.91	2.49123559003325
350	FR	103.95	-2.01682449366749
350	RF	924.85	2.96607130089599
450	FR	98.79	-1.99471298543157
450	RF	1362.29	3.13426956865854
550	FR	94.19	-1.97400479689741
550	RF	1273.34	3.10494438197919
650	FR	77.16	-1.88739221897185
650	RF	1360.22	3.13360915620769
750	FR	111.9	-2.04883008652835
750	RF	1058.25	3.02458827714605
850	FR	109.02	-2.03750617769168
850	RF	1030.04	3.01285409018281
950	FR	78.98	-1.89751712940053
950	RF	1287.72	3.10982144091626
1050	FR	52.44	-1.71966268301805
1050	RF	1634.37	3.21335038191977
1150	FR	16.37	-1.21404867941194
1150	RF	1788.32	3.25244523358715
1250	FR	17.63	-1.24625231229932
1250	RF	2077.74	3.31759120076208
1350	FR	13.6	-1.13353890837022
1350	RF	1090.93	3.0377968847872
1450	FR	9.46	-1
1450	RF	173.8	2.24004977211265
1550	FR	7.46	-1
1550	RF	265.07	2.42336057808498
1650	FR	9.56	-1
1650	RF	195.17	2.29041306212293
1750	FR	7.72	-1
1750	RF	123.2	2.09061070782841
1850	FR	7.03	-1
1850	RF	56.05	1.74857561693099
1950	FR	4.46	-1
1950	RF	58.38	1.766264090652
2050	FR	15.19	-1.18155777386279
2050	RF	49.27	1.69258256227491
2150	FR	21.37	-1.32980452216407
2150	RF	44.71	1.65040466986803
2250	FR	19.77	-1.29600666931367
2250	RF	34.55	1.53844805171022
2350	FR	10.5	-1.02118929906994
2350	RF	39.22	1.59350758933177
2450	FR	11.08	-1.04453976039241
2450	RF	55.24	1.74225366990659
2550	FR	26.84	-1.42878251149695
2550	RF	80.07	1.90346982850717
2650	FR	39.16	-1.5928426831311
2650	RF	95.8	1.98136550907854
2750	FR	43.14	-1.63488014076653
2750	RF	87.49	1.94195841653081
2850	FR	9.45	-1
2850	RF	118.98	2.07547396458895
2950	FR	4.42	-1
2950	RF	237.41	2.37549900801938
3050	FR	5.38	-1
3050	RF	669.18	2.82554295258409
3150	FR	1.68	-1
3150	RF	2724.23	3.43524377119746
3250	FR	7.4	-1
3250	RF	4601.49	3.66289848255088
3350	FR	11.89	-1.07518185461869
3350	RF	3514.15	3.5458202952304
3450	FR	8.08	-1
3450	RF	765.43	2.88390547981052
3550	FR	7	-1
3550	RF	151.42	2.18018324184823
3650	FR	4.95	-1
3650	RF	54.06	1.73287604136271
3750	FR	1.32	-1
3750	RF	54.05	1.73279569828933
3850	FR	2.39	-1
3850	RF	38.55	1.58602438238698
3950	FR	7.56	-1
3950	RF	23.12	1.36398782974849
4050	FR	10.45	-1.01911629044707
4050	RF	21.45	1.33142729652074
4150	FR	15.29	-1.18440748541232
4150	RF	27.45	1.43854234878611
4250	FR	20.23	-1.3059958827708
4250	RF	30.41	1.48301642014413
4350	FR	48.05	-1.68169339200456
4350	RF	34.88	1.54257647626053
4450	FR	164.92	-2.21727332612932
4450	RF	43.26	1.63608651510307
4550	FR	425.48	-2.62887915056919
4550	RF	34.27	1.53491410442987
4650	FR	620.47	-2.79272078801134
4650	RF	33.63	1.52672686731464
4750	FR	387.91	-2.58873097549807
4750	RF	13.46	1.12904505988796
4850	FR	7.72	-1
4850	RF	7.52	1
4950	FR	15.95	-1.2027606873932
4950	RF	82.62	1.91708519064057
5050	FR	73.33	-1.86528168499561
5050	RF	3782.22	3.577746786806
5150	FR	113.52	-2.05507238244942
5150	RF	7560.61	3.87855683636716
5250	FR	101.51	-2.00650882777529
5250	RF	7025.69	3.84668898316458
5350	FR	103.72	-2.01586250809731
5350	RF	6191.28	3.79178044538024
5450	FR	99.48	-1.9977357765979
5450	RF	5580.7	3.74668867690719
5550	FR	83.82	-1.92334765649783
5550	RF	4952.29	3.69480606850642
5650	FR	106.9	-2.02897770520878
5650	RF	4929.91	3.69283899090803
5750	FR	106.24	-2.02628806202394
5750	RF	4650.97	3.66754353820503
5850	FR	91.28	-1.96037563141016
5850	RF	4504.04	3.65360223879314
5950	FR	38.2	-1.58206336291171
5950	RF	4125.95	3.61552396070556
6050	FR	46.94	-1.67154308526257
6050	RF	3620.22	3.55873496331848
6150	FR	111.07	-2.04559677186758
6150	RF	3700.82	3.56829796245048
6250	FR	156.91	-2.19565062240419
6250	RF	3619.04	3.55859338324174
6350	FR	120.27	-2.08015731097018
6350	RF	3225.19	3.50855530455918
6450	FR	75.33	-1.87696796743258
6450	RF	2660.22	3.42491755423826
6550	FR	72.14	-1.85817613798234
6550	RF	2482.2	3.39483677127916
6650	FR	73.32	-1.86522245629018
6650	RF	2281.57	3.35823379774045
6750	FR	46.09	-1.66360670812452
6750	RF	1431.12	3.15567605105734
6850	FR	33.24	-1.52166101511207
6850	RF	531.5	2.72550326885932
6950	FR	38.35	-1.583765368285
6950	RF	465.94	2.66832999534539
7050	FR	40.29	-1.60519726738838
7050	RF	395.7	2.59736605026603
7150	FR	33.91	-1.53032778977809
7150	RF	346.41	2.53959042053392
7250	FR	19.41	-1.28802553538836
7250	RF	258.84	2.41303139115017
7350	FR	13.87	-1.14207646107328
7350	RF	239.39	2.3791060047357
7450	FR	12.06	-1.08134730780413
7450	RF	259.03	2.41335006554824
7550	FR	17.8	-1.25042000230889
7550	RF	239.48	2.37926924947365
7650	FR	31.73	-1.50147007210041
7650	RF	231.92	2.36533820234694
7750	FR	31.51	-1.498448403174
7750	RF	217.93	2.3383170188541
7850	FR	18.65	-1.27067883614471
7850	RF	173.41	2.23907413823589
7950	FR	27	-1.43136376415899
7950	RF	160.63	2.20582665935934
8050	FR	29.19	-1.46523409498801
8050	RF	132.47	2.12211753631326
8150	FR	35.5	-1.55022835305509
8150	RF	127.15	2.10431636451173
8250	FR	39.72	-1.59900923982334
8250	RF	129.55	2.11243741732184
8350	FR	54.05	-1.73279569828933
8350	RF	128.33	2.10832819426618
8450	FR	63.35	-1.80174661921946
8450	RF	108.94	2.03718737093711
8550	FR	85.89	-1.93394260274126
8550	RF	88.35	1.94620655384278
8650	FR	98.21	-1.99215571104262
8650	RF	100.83	2.00358976718914
8750	FR	94.71	-1.97639583661188
8750	RF	94.09	1.97354346853249
8850	FR	80.35	-1.90498588109936
8850	RF	83.51	1.9217384836846
8950	FR	71.66	-1.85527680383009
8950	RF	108.78	2.03654905447915
9050	FR	62.1	-1.79309160017658
9050	RF	62.9	1.79865064544527
9150	FR	44.02	-1.64365003821733
9150	RF	45.77	1.6605809124273
9250	FR	31.46	-1.49775871828727
9250	RF	17.56	1.24452451157008
9350	FR	58.56	-1.76760106805034
9350	RF	31.06	1.49220145139254
9450	FR	54.23	-1.73423960443545
9450	RF	54.7	1.73798732633343
9550	FR	46.37	-1.6662370958958
9550	RF	73.4	1.86569605991607
9650	FR	43.73	-1.64077947734486
9650	RF	84.99	1.9293678292401
9750	FR	66.07	-1.82000430680832
9750	RF	77.45	1.88902142209522
9850	FR	65.65	-1.8172347304255
9850	RF	74.13	1.86999400012174
9950	FR	63.4	-1.80208925788173
9950	RF	84.48	1.92675390518974
10050	FR	47.59	-1.67751570479876
10050	RF	87.46	1.94180947300884
10150	FR	45.17	-1.65485009056139
10150	RF	112.44	2.0509208369354
10250	FR	51.44	-1.71130095991617
10250	RF	123.32	2.09103351605447
10350	FR	63.65	-1.80379840798967
10350	RF	106.53	2.02747192702128
10450	FR	65.69	-1.81749926186776
10450	RF	75.26	1.87656421398385
10550	FR	79.09	-1.89812157554111
10550	RF	80.87	1.90778744311062
10650	FR	88.99	-1.9493412067705
10650	RF	64.76	1.81130684008134
10750	FR	81.66	-1.91200937558698
10750	RF	75.96	1.88058495606498
10850	FR	98.72	-1.99440514668917
10850	RF	82.06	1.91413151263089
10950	FR	113.42	-2.05468964294998
10950	RF	72.36	1.85949855818778
11050	FR	98.57	-1.99374475655446
11050	RF	59.77	1.77648325583368
11150	FR	71.09	-1.85180851422824
11150	RF	58.31	1.76574304142104
11250	FR	91.63	-1.96203768656501
11250	RF	66.12	1.82033284489941
11350	FR	95.16	-1.97845443336523
11350	RF	73.78	1.86793865089078
11450	FR	95.1	-1.97818051693741
11450	RF	83.13	1.91975778050189
11550	FR	123.19	-2.0905754552222
11550	RF	104.05	2.01724208454765
11650	FR	135.42	-2.13168280946141
