Position	Strand	Depth	Trans_Depth
50	FR	423.34	-2.62668930546562
50	RF	48	1.68124123737559
150	FR	945.62	-2.97571664902553
150	RF	142.35	2.15335747148297
250	FR	1296.49	-3.11276917134712
250	RF	188.21	2.27464269469932
350	FR	1401.08	-3.14646293369165
350	RF	202.01	2.3053728686413
450	FR	1178.33	-3.0712669348557
450	RF	255.97	2.40818906844495
550	FR	656.49	-2.81722811507455
550	RF	342.03	2.53406420039254
650	FR	500.66	-2.6995428950274
650	RF	619.78	2.79223755765709
750	FR	158.5	-2.20002926655377
750	RF	705.86	2.848718571793
850	FR	134.36	-2.12826999516963
850	RF	966.36	2.98513894514005
950	FR	129.27	-2.11149774880803
950	RF	2026.96	3.3068451784164
1050	FR	147.46	-2.16867422956708
1050	RF	2251.52	3.35247580910533
1150	FR	149.24	-2.17388524036879
1150	RF	2185.86	3.33962234280375
1250	FR	137	-2.13672056715641
1250	RF	1727.58	3.23743816762603
1350	FR	102.29	-2.00983317860856
1350	RF	1474.76	3.1687213496997
1450	FR	74.69	-1.87326245943873
1450	RF	1338.33	3.12656321321378
1550	FR	66.61	-1.82353943365686
1550	RF	1290.07	3.11061327602711
1650	FR	97.29	-1.98806820339264
1650	RF	3971.07	3.59890754265335
1750	FR	163.37	-2.21317230904682
1750	RF	5491.06	3.73965618920684
1850	FR	212.07	-2.32647923638096
1850	RF	5768.09	3.76103202809806
1950	FR	144.42	-2.15962734065867
1950	RF	5085.94	3.70637123239836
2050	FR	92	-1.96378782734556
2050	RF	3954.18	3.5970564351414
2150	FR	99.91	-1.99960895897142
2150	RF	6092.56	3.78479981484332
2250	FR	108.59	-2.03578983312776
2250	RF	6532.64	3.81508872579714
2350	FR	101.88	-2.00808893629158
2350	RF	4987.05	3.69784372246245
2450	FR	83.87	-1.92360664301746
2450	RF	2591.45	3.41354283388418
2550	FR	83.3	-1.92064500140679
2550	RF	3421.97	3.53427619781421
2650	FR	154.13	-2.18788717840955
2650	RF	4802.44	3.68146194764478
2750	FR	161.92	-2.20930049515971
2750	RF	6253.8	3.79614398815008
2850	FR	96.39	-1.98403198027118
2850	RF	6733.03	3.82821054953484
2950	FR	65.96	-1.81928064697248
2950	RF	7250.04	3.86034040267187
3050	FR	52.33	-1.71875073473967
3050	RF	7432.55	3.87113783945801
3150	FR	40.22	-1.60444206626072
3150	RF	7218.39	3.85844034270995
3250	FR	39.24	-1.59372899870791
3250	RF	7311.74	3.86402073981373
3350	FR	81.01	-1.90853863217196
3350	RF	6434.37	3.80850603081807
3450	FR	70.63	-1.84898920625117
3450	RF	5100.96	3.70765191795436
3550	FR	25.96	-1.41430468812833
3550	RF	2265.06	3.35507971068606
3650	FR	17.99	-1.25503116334555
3650	RF	1511.11	3.1792960795966
3750	FR	29.6	-1.47129171105894
3750	RF	2174.91	3.33744129011269
3850	FR	95.06	-1.97799780995874
3850	RF	2513.55	3.40028752871592
3950	FR	201.76	-2.30483506922901
3950	RF	3024.97	3.48072107191442
4050	FR	167.7	-2.22453306260609
4050	RF	3205.63	3.5059133938037
4150	FR	125.62	-2.09905878906805
