Position	Strand	Depth	Trans_Depth
50	FR	65.44	-1.81584329066327
50	RF	3178.89	3.50227550016405
150	FR	171.33	-2.23383341488443
150	RF	8623.63	3.93569011467876
250	FR	208.46	-2.31902273343041
250	RF	9218.55	3.96466261557407
350	FR	166.31	-2.22091836355655
350	RF	9523.8	3.97881026663536
450	FR	132.56	-2.12241249541128
450	RF	2227.1	3.34773971792005
550	FR	141.9	-2.15198239545747
550	RF	402.78	2.60506789756856
650	FR	139.34	-2.14407580619855
650	RF	349.24	2.54312397954786
750	FR	90.93	-1.95870719108728
750	RF	324.14	2.51073262778433
850	FR	70.5	-1.8481891169914
850	RF	285.37	2.45540831524229
950	FR	58.38	-1.766264090652
950	RF	274.89	2.43915894128468
1050	FR	60.71	-1.78326023287295
1050	RF	251.67	2.40083144911623
1150	FR	82.47	-1.91629599456313
1150	RF	296.86	2.47255168311443
1250	FR	75.3	-1.8767949762007
1250	RF	296.05	2.47136506541802
1350	FR	82.03	-1.91397271155097
1350	RF	245.77	2.39052886947961
1450	FR	85.19	-1.93038861824432
1450	RF	216.77	2.33599917760813
1550	FR	102.61	-2.01118968760999
1550	RF	127.06	2.10400885099924
1650	FR	131.59	-2.11922288692358
1650	RF	78.54	1.8950908969344
1750	FR	158.77	-2.20076844478317
1750	RF	76.19	1.88189797357301
1850	FR	142.51	-2.15384534008096
1850	RF	59.4	1.77378644498119
1950	FR	149.22	-2.17382703565358
1950	RF	63.18	1.80057962156913
2050	FR	136.63	-2.13554606833508
2050	RF	70.13	1.84590383889878
2150	FR	94.1	-1.97358962342726
2150	RF	67.95	1.83218946106851
2250	FR	72.01	-1.8573928109209
2250	RF	67.16	1.82711068746601
2350	FR	77.12	-1.88716702089477
2350	RF	53.21	1.72599325892472
2450	FR	78.38	-1.89420525914208
2450	RF	45.09	1.65408023530657
2550	FR	76.77	-1.88519154060685
2550	RF	30.9	1.48995847942483
2650	FR	82.22	-1.91497747244433
2650	RF	39.69	1.59868109890716
2750	FR	94.59	-1.97584522546757
2750	RF	46.57	1.66810623793273
2850	FR	76.39	-1.88303651002768
2850	RF	50.86	1.70637635583969
2950	FR	65.44	-1.81584329066327
2950	RF	37.85	1.57806588383609
3050	FR	60.38	-1.78089310868708
3050	RF	69.4	1.84135947045485
3150	FR	92.64	-1.96679854638336
3150	RF	79.03	1.89779198193922
3250	FR	116.43	-2.06606489745968
3250	RF	77.1	1.88705437805096
3350	FR	130.41	-2.1153108949105
3350	RF	58.47	1.76693309383728
3450	FR	119.47	-2.07725886369295
3450	RF	36.72	1.5649026725292
3550	FR	106.86	-2.02881516984689
3550	RF	45.36	1.65667304588485
3650	FR	125.59	-2.09895506043847
3650	RF	56.43	1.75151005027004
3750	FR	131.32	-2.1183308740573
3750	RF	70.98	1.85113599501157
3850	FR	129.37	-2.11183357814885
3850	RF	80.95	1.90821685308939
3950	FR	126.05	-2.10054285001246
3950	RF	60.71	1.78326023287295
4050	FR	132.03	-2.12067262328261
4050	RF	57.29	1.75807882224961
4150	FR	157.85	-2.19824458622824
4150	RF	97.26	1.98793426523216
4250	FR	144.72	-2.16052855385176
4250	RF	110.63	2.04387291239142
4350	FR	128.72	-2.10964603109097
4350	RF	121.05	2.08296479377775
4450	FR	128.89	-2.1102192236894
4450	RF	87.36	1.94131262536066
4550	FR	140.18	-2.14668605564753
4550	RF	75.36	1.87714088978482
4650	FR	165.12	-2.21779967994712
4650	RF	67.4	1.82865989653532
4750	FR	155.88	-2.19279039712065
4750	RF	93.5	1.97081161087252
4850	FR	148.03	-2.17034973913918
4850	RF	113.83	2.05625673585014
4950	FR	145.2	-2.16196661636407
4950	RF	100.81	2.00350361474254
5050	FR	153.33	-2.1856271356749
5050	RF	107.77	2.03249788285711
5150	FR	185.72	-2.26885867499414
5150	RF	90.39	1.95612038639302
5250	FR	192.13	-2.28359518275454
5250	RF	82.08	1.91423734776774
5350	FR	273.66	-2.43721132262458
5350	RF	70.01	1.84516007765195
5450	FR	247.45	-2.39348745814717
5450	RF	54.55	1.73679475492436
5550	FR	234.87	-2.37082754778438
5550	RF	60.22	1.77974075117674
5650	FR	75.42	-1.8774865280696
5650	RF	55.62	1.74523098452814
5750	FR	28.44	-1.45392959205773
5750	RF	50.77	1.7056071634046
5850	FR	36.18	-1.55846856252379
5850	RF	78.28	1.89365081698596
5950	FR	30.81	-1.48869169831694
5950	RF	105.44	2.02300539724993
6050	FR	24.93	-1.39672227850377
6050	RF	99.94	1.99973934510657
6150	FR	20.31	-1.30770992340481
6150	RF	102.68	2.01148585999941
6250	FR	17.37	-1.2397998184471
6250	RF	112.14	2.04976055176248
6350	FR	12.81	-1.10754912974469
6350	RF	78.42	1.89442683796419
6450	FR	14.69	-1.16702179579026
6450	RF	75.9	1.88024177589548
6550	FR	27.01	-1.43152458418745
6550	RF	76.18	1.88184096832493
6650	FR	38.63	-1.58692470814482
6650	RF	68.03	1.83270047096057
6750	FR	47.16	-1.67357379642305
6750	RF	107.86	2.03286041595214
6850	FR	31.43	-1.49734438101758
6850	RF	178.36	2.25129746367757
6950	FR	38.23	-1.58240429801903
6950	RF	168.77	2.22729525039171
7050	FR	42.75	-1.63093611906419
7050	RF	137.39	2.13795512353236
7150	FR	47.08	-1.6728364541714
7150	RF	89.97	1.95409772047919
7250	FR	50.98	-1.70739983113325
7250	RF	72.49	1.86027809975223
7350	FR	63.91	-1.80556881754856
7350	RF	75.61	1.87857923806222
7450	FR	58.04	-1.7637274037657
7450	RF	67.5	1.82930377283102
7550	FR	59.45	-1.77415185895471
7550	RF	71.2	1.85247999363686
7650	FR	68.61	-1.83638741932641
7650	RF	76.67	1.88462546325623
7750	FR	65.69	-1.81749926186776
7750	RF	62.21	1.79386020134267
7850	FR	79	-1.89762709129044
7850	RF	64	1.80617997398389
7950	FR	83.01	-1.91913041386061
7950	RF	47.73	1.67879143436624
8050	FR	130.29	-2.11491108408189
8050	RF	41.57	1.61878002450621
8150	FR	128.34	-2.10836203495517
8150	RF	34.78	1.54132957766669
8250	FR	124.42	-2.09489019700665
8250	RF	26.86	1.4291060083327
8350	FR	66.89	-1.82536119595263
8350	RF	36.51	1.56241183294973
8450	FR	27.06	-1.4323277922616
8450	RF	53.79	1.73070154428185
8550	FR	27.33	-1.43663963169266
8550	RF	84.02	1.92438267720197
8650	FR	30.63	-1.48614699680657
8650	RF	76.12	1.88149877961498
8750	FR	30.46	-1.48372989900002
8750	RF	82.4	1.91592721169712
8850	FR	32.19	-1.50772097668561
8850	RF	69.05	1.83916368291465
8950	FR	34.36	-1.5360531551592
8950	RF	40.15	1.6036855496147
9050	FR	29.88	-1.47538059314336
9050	RF	21.67	1.33585891131982
9150	FR	39.02	-1.5912872650585
9150	RF	13.01	1.11427729656159
9250	FR	34.77	-1.54120469068326
9250	RF	8.74	1
9350	FR	29.52	-1.470116353151
9350	RF	14.3	1.15533603746506
9450	FR	34.9	-1.54282542695918
9450	RF	26.03	1.41547416810924
9550	FR	20.49	-1.31154195840119
9550	RF	21.63	1.33505651943909
9650	FR	21.22	-1.32674537956532
9650	RF	39.89	1.60086403630984
9750	FR	35.86	-1.55461028522616
9750	RF	52.54	1.72049006845005
9850	FR	34.57	-1.53869937954241
9850	RF	62.81	1.79802879340407
9950	FR	33.4	-1.52374646681156
9950	RF	56.99	1.75579865697383
10050	FR	23.84	-1.3773062510682
10050	RF	61.25	1.78710609303657
10150	FR	18.03	-1.2559957267224
10150	RF	75.31	1.87685264760134
10250	FR	19.26	-1.28465628278852
10250	RF	63.83	1.8050248444298
10350	FR	20.78	-1.31764554322116
10350	RF	102.45	2.01051196273721
10450	FR	20.25	-1.30642502755069
10450	RF	262.36	2.41889762223
10550	FR	33.98	-1.53122337453303
10550	RF	329.21	2.51747301876034
10650	FR	42.01	-1.62335268153799
10650	RF	362.01	2.5587205674526
10750	FR	50.01	-1.69905685454767
10750	RF	223.69	2.34964656951508
10850	FR	54.41	-1.7356787259059
10850	RF	132.83	2.12329617264531
10950	FR	35.66	-1.55218133883934
10950	RF	134.79	2.12965767331269
11050	FR	19.59	-1.29203443599474
11050	RF	134.24	2.12788194348463
