Position	Strand	Depth	Trans_Depth
50	FR	15.64	-1.19423674872383
50	RF	0	1
150	FR	31.2	-1.49415459401844
150	RF	0.82	1
250	FR	41.93	-1.62252486240357
250	RF	6.1	1
350	FR	66.78	-1.82464641471835
350	RF	10.31	1.01325866528352
450	FR	58.33	-1.76589197643002
450	RF	5.92	1
550	FR	54.29	-1.73471984165568
550	RF	8.91	1
650	FR	51.82	-1.71449740864981
650	RF	8.68	1
750	FR	70.2	-1.84633711212981
750	RF	12.99	1.11360915107303
850	FR	72.94	-1.86296575897776
850	RF	25.1	1.39967372148104
950	FR	92.13	-1.96440107116273
950	RF	21.43	1.33102217104183
1050	FR	84.42	-1.92644534781839
1050	RF	36.52	1.56253076886226
1150	FR	64.9	-1.81224469680037
1150	RF	42	1.6232492903979
1250	FR	61.35	-1.78781456706302
1250	RF	52.43	1.71957985771372
1350	FR	62.59	-1.7965049515533
1350	RF	47.92	1.68051680938125
1450	FR	77.46	-1.88907749265006
1450	RF	28.76	1.45878888171084
1550	FR	60.81	-1.78397500341267
1550	RF	34.2	1.53402610605614
1650	FR	70.13	-1.84590383889878
1650	RF	47.98	1.68106024363181
1750	FR	91.05	-1.95927995013094
1750	RF	38.34	1.58365210854204
1850	FR	98.01	-1.9912703891951
1850	RF	22.08	1.34399906905716
1950	FR	92.58	-1.96651717644679
1950	RF	18.62	1.26997967664532
2050	FR	86.43	-1.93666451300008
2050	RF	19.78	1.29622628726116
2150	FR	92.33	-1.96534283556062
2150	RF	29.96	1.47654180902743
2250	FR	126.36	-2.10160961723311
2250	RF	39.85	1.60042832573213
2350	FR	127.76	-2.10639490313043
2350	RF	136.76	2.13595909212456
2450	FR	110.42	-2.04304774280412
2450	RF	759.29	2.88040768017106
2550	FR	74.74	-1.87355309351362
2550	RF	871.06	2.94004807093355
2650	FR	72.79	-1.86207171937999
2650	RF	919.38	2.96349505196583
2750	FR	83.65	-1.92246594529841
2750	RF	890.98	2.94986795545424
2850	FR	77.72	-1.89053279192774
2850	RF	746.29	2.87290762227976
2950	FR	86.72	-1.93811926919431
2950	RF	775.55	2.8896098021807
3050	FR	81.76	-1.91254088279064
3050	RF	346.11	2.53921414734983
3150	FR	75.16	-1.87598677142849
3150	RF	215.72	2.33389041161612
3250	FR	82.28	-1.91529428302269
3250	RF	156.41	2.19426451602552
3350	FR	90.65	-1.95736780843153
3350	RF	154.95	2.1901915805753
3450	FR	126.22	-2.10112817583876
3450	RF	189.03	2.27653073433479
3550	FR	120.56	-2.08120323930658
3550	RF	211.64	2.32559775286002
3650	FR	120.3	-2.08026562733984
3650	RF	199.18	2.29924572803494
3750	FR	119.7	-2.07809415040641
3750	RF	173.57	2.23947466346518
3850	FR	100.93	-2.00402027325324
3850	RF	173.02	2.23809630768141
3950	FR	100.94	-2.00406330039767
3950	RF	157.37	2.19692194481946
4050	FR	292.44	-2.46603677523235
4050	RF	101.05	2.00453631785132
4150	FR	535.38	-2.72866214336964
