Position	Strand	Depth	Trans_Depth
50	FR	154.4	-2.18864729599972
50	RF	4.87	1
150	FR	537.87	-2.73067732193978
150	RF	120.08	2.07947067923521
250	FR	927.55	-2.9673373297575
250	RF	382.17	2.58225659233223
350	FR	1166.03	-3.06670972423676
350	RF	440.45	2.64389661432223
450	FR	1198.94	-3.07879744972027
450	RF	543.53	2.73522351985725
550	FR	1169.13	-3.06786280469788
550	RF	409.26	2.61199929991479
650	FR	1078.74	-3.03291678279979
650	RF	284.12	2.45350180600002
750	FR	1074.14	-3.0310608896177
750	RF	171.52	2.23431476801268
850	FR	1166.11	-3.06673951966805
850	RF	174.49	2.24177054264612
950	FR	1192.5	-3.07645838771215
950	RF	170.87	2.23266581943145
1050	FR	953.28	-2.97922048153495
1050	RF	205.49	2.31279069214644
1150	FR	427.35	-2.63078370829516
1150	RF	243.6	2.38667728396084
1250	FR	373.28	-2.57203472144968
1250	RF	249.24	2.39661774258272
1350	FR	394.65	-2.59621210714138
1350	RF	231.93	2.36535692799023
1450	FR	401.06	-2.60320934947718
1450	RF	239.31	2.37896084677089
1550	FR	450.83	-2.6540128079973
1550	RF	175.88	2.24521645694767
1650	FR	493.12	-2.69295261703832
1650	RF	170.65	2.23210629261466
1750	FR	487.79	-2.68823289276054
1750	RF	138.09	2.14016222961364
1850	FR	516.81	-2.71333090843672
1850	RF	122.75	2.08902150079501
1950	FR	458.1	-2.66096029177608
1950	RF	104.91	2.02081688702891
2050	FR	378.25	-2.57777893669522
2050	RF	103.73	2.01590437789555
2150	FR	211.65	-2.32561827281003
2150	RF	86.66	1.93781868469836
2250	FR	226.59	-2.35524073941683
2250	RF	59.22	1.77246840305328
2350	FR	186.48	-2.27063226051252
2350	RF	25.15	1.40053798939195
2450	FR	160.65	-2.20588072988754
2450	RF	4.97	1
2550	FR	156.78	-2.19529066011097
2550	RF	2.45	1
2650	FR	162.04	-2.20962223451155
2650	RF	7.63	1
2750	FR	187.53	-2.27307075362247
2750	RF	11.29	1.05269394192497
2850	FR	234.39	-2.36993907902924
2850	RF	10.37	1.01577875638904
2950	FR	224.35	-2.35092607386909
2950	RF	6.55	1
3050	FR	264.52	-2.42245851403194
3050	RF	6.38	1
3150	FR	306.98	-2.48711008175543
3150	RF	4.95	1
3250	FR	332.86	-2.52226160884539
3250	RF	6.89	1
3350	FR	384.57	-2.58497540225652
3350	RF	17.31	1.23829706787539
3450	FR	396.97	-2.59875768730026
3450	RF	19.66	1.29358351349612
3550	FR	283.27	-2.45220058255309
3550	RF	18.28	1.26197619139781
3650	FR	203.71	-2.30901234877543
3650	RF	22.56	1.3533390953113
3750	FR	197.26	-2.29503902878759
3750	RF	32.61	1.51335079880596
3850	FR	172.68	-2.23724203998423
3850	RF	21.85	1.33945144130644
3950	FR	184.23	-2.26536035210183
3950	RF	12.99	1.11360915107303
4050	FR	173.43	-2.23912422409478
4050	RF	15.67	1.19506899646859
4150	FR	181.85	-2.25971330539073
4150	RF	28.58	1.45606222445495
4250	FR	193.53	-2.28674829661371
4250	RF	36.45	1.56169753265399
4350	FR	164.88	-2.21716797877116
4350	RF	30.87	1.4895366294821
4450	FR	133.02	-2.12391694349813
4450	RF	30.44	1.48344464809854
4550	FR	152.06	-2.18201498615073
4550	RF	40.31	1.60541279815305
4650	FR	138.16	-2.1403823245594
4650	RF	34.66	1.5398285583779
4750	FR	133.44	-2.12528603329366
4750	RF	22.99	1.36153897126928
4850	FR	129.19	-2.11122889823416
4850	RF	19.6	1.29225607135648
4950	FR	109.53	-2.03953308766939
4950	RF	25.22	1.40174508223706
5050	FR	92.55	-1.96637642308892
5050	RF	28.36	1.45270622651103
5150	FR	57.99	-1.76335310874822
5150	RF	26.27	1.41946007278607
5250	FR	62.82	-1.79809793206249
5250	RF	24.58	1.39058187855044
5350	FR	77.47	-1.88913355596672
5350	RF	14.7	1.16731733474818
5450	FR	84.57	-1.92721633059126
5450	RF	38.59	1.5864747785714
5550	FR	77.97	-1.89192753422067
5550	RF	107.82	2.03269932749262
5650	FR	59.14	-1.7718813201901
5650	RF	179.56	2.25420959672961
5750	FR	47.43	-1.67605312465187
5750	RF	177.55	2.24932067663763
5850	FR	35.13	-1.54567814979203
5850	RF	139.99	2.14609701353587
5950	FR	41.01	-1.61288976928748
5950	RF	120.71	2.08174324992272
6050	FR	42.38	-1.62716095237478
6050	RF	101.26	2.00543792305082
6150	FR	25.79	-1.41145134213794
6150	RF	145.41	2.16259427444242
6250	FR	23.12	-1.36398782974849
6250	RF	204.06	2.30975788231637
6350	FR	19.92	-1.29928933408768
6350	RF	188.27	2.27478112260591
6450	FR	16.87	-1.22711508258913
6450	RF	155	2.19033169817029
6550	FR	21.49	-1.33223641549144
6550	RF	106.67	2.02804229509075
6650	FR	18.22	-1.26054837263698
6650	RF	93.15	1.96918285923226
6750	FR	14.79	-1.16996817399689
6750	RF	64.24	1.80780553227062
6850	FR	17.13	-1.23375736296551
6850	RF	65.34	1.81517913013942
6950	FR	13.57	-1.13257984765974
6950	RF	91.34	1.96066100727098
7050	FR	23.05	-1.36267092972567
7050	RF	71.97	1.85715150268749
7150	FR	32.67	-1.51414913447544
7150	RF	66.06	1.8199385693554
7250	FR	37.85	-1.57806588383609
7250	RF	63.12	1.80016699020136
7350	FR	48.01	-1.68133170596917
7350	RF	59.52	1.77466292253782
7450	FR	56.2	-1.74973631556906
7450	RF	63.34	1.80167805903589
7550	FR	54.36	-1.73527944806046
7550	RF	66.37	1.82197181764204
7650	FR	32.09	-1.5063697170955
7650	RF	83.13	1.91975778050189
7750	FR	18.37	-1.26410915630581
7750	RF	80.02	1.90319854704298
7850	FR	16.27	-1.21138755293686
7850	RF	72.5	1.86033800657099
7950	FR	23.77	-1.37602918172818
7950	RF	65.24	1.81451395236824
8050	FR	18.13	-1.25839780409551
8050	RF	51.5	1.71180722904119
8150	FR	14.26	-1.15411952551585
8150	RF	48.01	1.68133170596917
8250	FR	15.83	-1.19948091486236
8250	RF	49.39	1.69363902616155
8350	FR	25.26	-1.40243334621931
8350	RF	39.28	1.59417147911491
8450	FR	28.93	-1.46134843364798
8450	RF	24.54	1.38987455839099
8550	FR	16.03	-1.20493352235414
8550	RF	20.19	1.30513631894364
8650	FR	6.06	-1
8650	RF	25.73	1.41043978621035
8750	FR	6.54	-1
8750	RF	34.64	1.53957788334531
8850	FR	17.18	-1.23502315949522
8850	RF	21.77	1.33785842904109
8950	FR	19.06	-1.28012289630231
8950	RF	23.33	1.36791473879375
9050	FR	22.17	-1.34576569311449
9050	RF	24.65	1.39181692361325
9150	FR	21.51	-1.33264041038746
9150	RF	19	1.27875360095283
9250	FR	11.27	-1.05192391604611
9250	RF	19.31	1.28578227377939
9350	FR	3.82	-1
9350	RF	28.13	1.4491697321652
9450	FR	1.91	-1
9450	RF	29.2	1.46538285144842
9550	FR	2.65	-1
9550	RF	29.2	1.46538285144842
9650	FR	3.44	-1
9650	RF	28.49	1.45469244923948
9750	FR	9.37	-1
