Position	Strand	Depth	Trans_Depth
50	FR	19.27	-1.28488171465545
50	RF	145.93	2.16414458247018
150	FR	37.08	-1.56913972547246
150	RF	668.02	2.8247894651097
250	FR	38.15	-1.5814945422909
250	RF	773.17	2.88827499449358
350	FR	32.07	-1.50609895992844
350	RF	718.42	2.85637841409457
450	FR	26.86	-1.4291060083327
450	RF	586.8	2.76849010517124
550	FR	36.05	-1.55690526905545
550	RF	412.69	2.61562394550103
650	FR	40.12	-1.60336092434838
650	RF	393.35	2.59477915450515
750	FR	29.84	-1.47479881880063
750	RF	381.65	2.58166526671762
850	FR	34.71	-1.54045461367141
850	RF	479.37	2.6806708514704
950	FR	5227.8	-3.71831896441772
950	RF	533.87	2.727435517036
1050	FR	8638.92	-3.93645945227545
1050	RF	519.09	2.71524266250117
1150	FR	8910.02	-3.9498786788831
1150	RF	500.82	2.69968166388489
1250	FR	6943.85	-3.84160033070589
1250	RF	465.3	2.66773305253327
1350	FR	4389.31	-3.64239625446881
1350	RF	446.21	2.64953929901854
1450	FR	2755.06	-3.44013106140384
1450	RF	397.98	2.59986124768202
1550	FR	1025.25	-3.01082977795952
1550	RF	329.08	2.51730148863416
1650	FR	1114.52	-3.04708786627674
1650	RF	282.87	2.4515868904569
1750	FR	1224.52	-3.08796588282023
1750	RF	284.31	2.45379213534447
1850	FR	1053.88	-3.02279116276953
1850	RF	321.61	2.50732954404812
1950	FR	657.83	-2.81811367537553
1950	RF	335.12	2.52520034735316
2050	FR	683.51	-2.83474487283661
2050	RF	235.88	2.37269111910577
2150	FR	875.99	-2.94249914844022
2150	RF	229.21	2.36023356115783
2250	FR	1008.61	-3.00372326971573
2250	RF	250.49	2.39879039275214
2350	FR	969.04	-2.98634170421355
2350	RF	239.43	2.37917856552813
2450	FR	840.76	-2.92467204151625
2450	RF	240.99	2.38199902168307
2550	FR	855.03	-2.93198135286371
2550	RF	256.45	2.40900270340177
2650	FR	1959.31	-3.29210315505457
2650	RF	267.31	2.42701520590799
2750	FR	2753.16	-3.43983145116737
2750	RF	257.24	2.41033850091073
2850	FR	2918.7	-3.4651894581123
2850	RF	232.23	2.36591832217634
2950	FR	2497.21	-3.39745506538152
2950	RF	193.68	2.28708477643368
3050	FR	2185.67	-3.33958459128352
3050	RF	129.43	2.11203495117343
3150	FR	1551.96	-3.19088052362117
3150	RF	130.12	2.11434405460982
3250	FR	1194.57	-3.07721160383307
3250	RF	114.07	2.05717144154727
3350	FR	869.89	-2.93946433835039
3350	RF	121.9	2.08600370561838
3450	FR	700.34	-2.84530893183588
3450	RF	124.89	2.09652766560644
3550	FR	508.79	-2.70653856689449
3550	RF	102.96	2.01266853389633
3650	FR	605.64	-2.78221455078131
3650	RF	70.94	1.85089118413592
3750	FR	713.38	-2.85332092948875
3750	RF	65.58	1.81677141233335
3850	FR	719.9	-2.85727217356404
3850	RF	57.69	1.76110053895814
3950	FR	648.6	-2.81197694433695
3950	RF	62	1.79239168949825
4050	FR	774.42	-2.88897656043861
4050	RF	72.21	1.85859734499469
4150	FR	790.3	-2.89779198193922
4150	RF	88.53	1.94709046421962
4250	FR	759.93	-2.88077358963099
4250	RF	60.28	1.78017324364259
4350	FR	664.46	-2.82246884185941
4350	RF	74.94	1.87471368875778
4450	FR	700.12	-2.84517248411613
4450	RF	72.74	1.86177329671869
4550	FR	753.3	-2.87696796743258
4550	RF	102.14	2.00919585351952
4650	FR	838.25	-2.92337356210086
4650	RF	110.35	2.04277233749767
4750	FR	862.19	-2.9356029814383
4750	RF	63.38	1.80195223485428
4850	FR	874.26	-2.94164060857634
4850	RF	24.85	1.39532639306935
4950	FR	834.73	-2.92154602222333
4950	RF	28.99	1.462248215355
5050	FR	736.65	-2.86726119318728
5050	RF	26.32	1.42028588494192
5150	FR	741.48	-2.8700994412622
5150	RF	31.17	1.49373680227684
5250	FR	654.58	-2.81596273176586
