Position	Strand	Depth	Trans_Depth
50	FR	26.62	-1.42520805113866
50	RF	11.55	1.06258198422816
150	FR	61.69	-1.79021477024398
150	RF	107.01	2.02942436405802
250	FR	51.99	-1.71591981743358
250	RF	187.73	2.2735336801513
350	FR	73.42	-1.86581438016797
350	RF	211.28	2.32485838819887
450	FR	91.68	-1.96227460462331
450	RF	204.54	2.31077825161253
550	FR	88.93	-1.94904829231566
550	RF	193.82	2.28739858923425
650	FR	92.97	-1.96834283095895
650	RF	195.16	2.29039080944023
750	FR	92.05	-1.96402379284003
750	RF	137.94	2.13969022165292
850	FR	78.87	-1.89691184082603
850	RF	139.42	2.14432507840049
950	FR	71.79	-1.8560639533331
950	RF	95.27	1.97895616521759
1050	FR	83.59	-1.92215432523106
1050	RF	81.73	1.9123814989188
1150	FR	127.58	-2.10578259781444
1150	RF	274.77	2.43896931373799
1250	FR	165.09	-2.21772076753082
1250	RF	399.92	2.60197312374453
1350	FR	131.89	-2.12021186825707
1350	RF	422.73	2.62606306962257
1450	FR	118.38	-2.07327833563583
1450	RF	375.48	2.57458680919382
1550	FR	100.33	-2.0014308122464
1550	RF	397.37	2.59919507634637
1650	FR	84.12	-1.92489926401428
1650	RF	319.32	2.50422612059901
1750	FR	80.88	-1.90784114258294
1750	RF	202.53	2.30648936270848
1850	FR	81.74	-1.91243463337557
1850	RF	81.34	1.91030416806857
1950	FR	72.39	-1.85967857662845
1950	RF	68.21	1.83384804953115
2050	FR	87.12	-1.94011786674772
2050	RF	95.97	1.98213549480377
2150	FR	106.27	-2.02641068057877
2150	RF	109.42	2.03909671044145
2250	FR	95.52	-1.98009431378529
2250	RF	110.42	2.04304774280412
2350	FR	87.12	-1.94011786674772
2350	RF	83.8	1.92324401863028
2450	FR	102.68	-2.01148585999941
2450	RF	112.43	2.05088221066403
2550	FR	99.6	-1.9982593384237
2550	RF	103.39	2.01447853532621
2650	FR	125.9	-2.10002573010786
2650	RF	83.64	1.92241402414563
2750	FR	133.24	-2.12463462401914
2750	RF	79.59	1.90085850470199
2850	FR	149.78	-2.17545382625048
2850	RF	77.08	1.88694170598342
2950	FR	161.23	-2.20744585398425
2950	RF	94.01	1.97317405268297
3050	FR	154.6	-2.18920948958231
3050	RF	106.71	2.02820511990544
3150	FR	177.39	-2.24892913371877
3150	RF	86.46	1.93681523119763
3250	FR	217.12	-2.33669983031566
3250	RF	81.52	1.91126417099837
3350	FR	209.86	-2.32192966852652
3350	RF	84.47	1.92670249418264
3450	FR	223.19	-2.34867473219157
3450	RF	91.4	1.96094619573383
3550	FR	223.95	-2.35015106678071
3550	RF	78.07	1.89248417936469
3650	FR	201.18	-2.30358480381246
3650	RF	71.76	1.85588243003604
3750	FR	161.13	-2.20717640709516
3750	RF	91.79	1.96279536985723
3850	FR	155.69	-2.19226071864204
3850	RF	92.25	1.9649663748311
3950	FR	139.81	-2.14553823571223
3950	RF	71.35	1.85339397745067
4050	FR	134.61	-2.12907732425274
4050	RF	78.76	1.89630570746608
4150	FR	152.69	-2.18381059509813
4150	RF	88.64	1.94762974738435
4250	FR	195.62	-2.29141325457021
4250	RF	124.84	2.0963537599933
4350	FR	284.37	-2.45388377798712
4350	RF	184.06	2.26495941769054
4450	FR	291.03	-2.4639377593052
4450	RF	265.18	2.4235407662743
4550	FR	302.97	-2.48139962691982
4550	RF	262.72	2.41949313543935
4650	FR	320.81	-2.50624789725904
4650	RF	223.4	2.34908316877959
4750	FR	329.77	-2.51821114425249
4750	RF	174.58	2.24199448915678
4850	FR	318.02	-2.50245443324389
4850	RF	93.29	1.9698350930758
4950	FR	178.73	-2.25219745536488
4950	RF	96.27	1.98349097181517
5050	FR	143.52	-2.15691242570002
5050	RF	101.39	2.00599512305469
5150	FR	91.56	-1.96170578400251
5150	RF	85.06	1.929725378378
5250	FR	55.59	-1.74499667403856
5250	RF	116.17	2.06509398935715
5350	FR	45.9	-1.66181268553726
5350	RF	144.74	2.16058856829003
5450	FR	38.03	-1.58012632541158
5450	RF	146.51	2.16586726835294
5550	FR	32.78	-1.51560894923448
5550	RF	139.99	2.14609701353587
5650	FR	49.07	-1.69081605798092
5650	RF	113.87	2.05640932064992
5750	FR	97.57	-1.98931630498995
5750	RF	208.19	2.31845986518835
5850	FR	137.56	-2.13849216714998
5850	RF	330.44	2.51909261349036
5950	FR	122.31	-2.08746196617182
5950	RF	366.84	2.56447668477371
6050	FR	116.39	-2.06591566818859
6050	RF	382.39	2.58250652638229
6150	FR	113.23	-2.0539615073145
6150	RF	410.48	2.61329200164733
6250	FR	216.14	-2.33473514713183
6250	RF	422.09	2.62540506313222
6350	FR	289.11	-2.46106311370355
6350	RF	420.86	2.6241376508495
6450	FR	249.57	-2.39719237901719
6450	RF	350.76	2.54501006140506
6550	FR	168.91	-2.22765536192304
6550	RF	364.4	2.56157836830096
6650	FR	63.18	-1.80057962156913
6650	RF	386.9	2.58759872972124
6750	FR	123.26	-2.09082216339466
6750	RF	398.31	2.60022120997524
6850	FR	163.37	-2.21317230904682
6850	RF	405.68	2.60818359753982
6950	FR	159.75	-2.20344086683044
6950	RF	458.77	2.66159501066681
7050	FR	157.69	-2.19780415317341
7050	RF	433.13	2.63661826542746
7150	FR	172.42	-2.23658764075699
7150	RF	442.2	2.64561873824269
7250	FR	227.97	-2.35787769922987
7250	RF	402.22	2.60446366167019
7350	FR	294.13	-2.46853932294295
7350	RF	404.6	2.60702587843479
7450	FR	327.72	-2.51550294618736
7450	RF	1017.7	3.0076197745174
7550	FR	283.25	-2.45216991853543
7550	RF	1179.76	3.07179366724102
7650	FR	263.71	-2.4211265987448
7650	RF	1131.48	3.05364688178487
7750	FR	310.94	-2.49267659422671
7750	RF	890.12	2.94944855925699
7850	FR	273.6	-2.43711609304808
7850	RF	791.91	2.89867582713954
7950	FR	300.82	-2.47830670692257
7950	RF	1274.58	3.10536709949001
8050	FR	274.62	-2.43873216281094
8050	RF	1551.97	3.19088332197347
8150	FR	267.35	-2.42708018843636
8150	RF	1786.82	3.25208080491522
8250	FR	246.46	-2.39174644414508
8250	RF	1644.15	3.21594143680535
8350	FR	243.94	-2.38728301948114
8350	RF	1696.06	3.22944121184051
8450	FR	246.89	-2.39250349968175
8450	RF	1497.18	3.17527401698122
8550	FR	272.35	-2.43512737960915
8550	RF	1340.82	3.12737047937753
8650	FR	255.62	-2.40759483051075
8650	RF	1175.42	3.07019307604636
8750	FR	265.19	-2.42355714331229
8750	RF	914.8	2.96132615593471
8850	FR	254.58	-2.40582428215026
8850	RF	557.64	2.74635391852649
8950	FR	311.08	-2.49287209028309
8950	RF	558.19	2.74678205181632
9050	FR	305.28	-2.484698353024
9050	RF	756.91	2.87904424300462
9150	FR	306.77	-2.48681288633463
