Position	Strand	Depth	Trans_Depth
50	FR	46.42	-1.6667051361199
50	RF	33.92	1.53045584358468
150	FR	92.4	-1.96567197122011
150	RF	73.77	1.86787978345838
250	FR	119.46	-2.07722251041105
250	RF	131.89	2.12021186825707
350	FR	97.02	-1.98686127029004
350	RF	127.56	2.10571451057092
450	FR	82.48	-1.91634865227546
450	RF	134.1	2.1274287778516
550	FR	73.16	-1.86427369680438
550	RF	225.8	2.35372393758895
650	FR	85.91	-1.93404371903553
650	RF	665.27	2.82299793960685
750	FR	93.1	-1.96894968098134
750	RF	831.67	2.9199510358955
850	FR	124.15	-2.09394672389058
850	RF	840.55	2.92456355249082
950	FR	187.66	-2.27337171198973
950	RF	699.37	2.84470699898567
1050	FR	194.53	-2.28898658679163
1050	RF	620.32	2.79261578366313
1150	FR	185.15	-2.26752371638546
1150	RF	631.09	2.80009129857245
1250	FR	151.68	-2.18092831999399
1250	RF	687.32	2.8371589814229
1350	FR	146.29	-2.16521463991033
1350	RF	669.41	2.82569219579048
1450	FR	132.26	-2.12142851836796
1450	RF	629.76	2.79917507241523
1550	FR	170.02	-2.23050001184147
1550	RF	591.64	2.77205752839453
1650	FR	174.83	-2.24261595756927
1650	RF	548.61	2.73926371961054
1750	FR	155.84	-2.19267893953454
1750	RF	556.51	2.74547297263443
1850	FR	130.38	-2.11521097670417
1850	RF	465.12	2.66756501442635
1950	FR	122.41	-2.08781689793553
1950	RF	402.65	2.60492770342845
2050	FR	172.94	-2.2378954546396
2050	RF	459.73	2.66250284486265
2150	FR	192.87	-2.28526468048115
2150	RF	560.22	2.7483586091905
2250	FR	223.12	-2.34853850125799
2250	RF	547.35	2.73826512242033
2350	FR	260.16	-2.41524052391397
2350	RF	524.59	2.71982000759209
2450	FR	248.28	-2.39494173671336
2450	RF	434.92	2.6384093793598
2550	FR	146.21	-2.16497707711089
2550	RF	418.04	2.62121783906724
2650	FR	38.83	-1.58916739054605
2650	RF	438.79	2.64225672146806
2750	FR	35.41	-1.54912592675811
2750	RF	468.59	2.67079301624737
2850	FR	36.93	-1.56737930765098
2850	RF	449.81	2.65302910627201
2950	FR	49.4	-1.69372694892365
2950	RF	453.5	2.65657729139611
3050	FR	80.22	-1.90428265764563
3050	RF	495.59	2.69512253461154
3150	FR	186.4	-2.27044590801796
3150	RF	546.11	2.73728012911759
3250	FR	458.16	-2.66101717010527
3250	RF	815.08	2.91120023678103
3350	FR	460.77	-2.66348419511439
3350	RF	1298.52	3.11344864308565
3450	FR	514.26	-2.71118274548605
3450	RF	1429.42	3.15515985432096
3550	FR	514.04	-2.71099691491622
3550	RF	1552.8	3.19111552238031
3650	FR	501.66	-2.70040947381661
3650	RF	1411.88	3.14979778626785
3750	FR	504.49	-2.7028525620737
3750	RF	1589.67	3.20130697837478
3850	FR	380.35	-2.58018342059104
3850	RF	1819.11	3.25985896126722
3950	FR	99.49	-1.9977794308656
3950	RF	1627.74	3.2115850359445
4050	FR	98.93	-1.99532800907741
4050	RF	1162.07	3.06523228958451
4150	FR	78.91	-1.89713204338209
4150	RF	272.79	2.43582844580695
4250	FR	74.73	-1.87349498225617
4250	RF	226.03	2.35416608503142
4350	FR	60.87	-1.78440330175301
4350	RF	201.32	2.3038869217251
4450	FR	65.76	-1.81796180453199
4450	RF	137.43	2.13808154649575
4550	FR	61.11	-1.78611228371983
4550	RF	134.01	2.1271372071915
4650	FR	53.2	-1.72591163229505
4650	RF	137.81	2.13928073271852
4750	FR	60.54	-1.78204241662055
4750	RF	142.98	2.1552752927301
4850	FR	89.06	-1.9496826907952
4850	RF	132.93	2.12362300475127
4950	FR	108.37	-2.03490907336775
4950	RF	138.63	2.14185722323837
5050	FR	116.81	-2.06748002393148
5050	RF	126.32	2.10147211700024
5150	FR	140.79	-2.14857180893216
5150	RF	110.81	2.04457895487661
5250	FR	115.51	-2.06261958385434
5250	RF	108.46	2.03526960009944
5350	FR	108.07	-2.03370515146785
5350	RF	101.08	2.00466523324788
5450	FR	122.14	-2.08685791565985
5450	RF	79.24	1.89894446686651
5550	FR	117.71	-2.07081335970271
5550	RF	87.27	1.94086497596672
5650	FR	138.7	-2.14207646107328
5650	RF	104.39	2.01865889758552
5750	FR	160.12	-2.20444558143307
5750	RF	113.5	2.05499586152914
5850	FR	189.21	-2.27694408571298
5850	RF	80.83	1.90757257879855
5950	FR	167.99	-2.22528343009444
5950	RF	82.67	1.91734793762777
6050	FR	146.75	-2.16657810991965
6050	RF	111.06	2.04555766913655
6150	FR	153.43	-2.18591028504071
6150	RF	198.8	2.29841638006129
6250	FR	137.12	-2.13710080457912
6250	RF	230.7	2.36304759452109
6350	FR	321.48	-2.50715395965583
6350	RF	232.9	2.36716948853468
6450	FR	6920.67	-3.84014814116448
6450	RF	219.24	2.34091979340016
6550	FR	9014.01	-3.95491803553465
6550	RF	302.46	2.48066794782179
6650	FR	9278.56	-3.96748058046669
6650	RF	336.27	2.52668812388431
6750	FR	7591.73	-3.88034075400363
6750	RF	297.62	2.47366211235027
6850	FR	7157.69	-3.85477288514021
6850	RF	295.2	2.470116353151
6950	FR	6803.19	-3.83271260013877
6950	RF	392.55	2.59389498169556
7050	FR	6993.7	-3.84470699898567
7050	RF	458.37	2.6612161856155
7150	FR	5056.32	-3.70383455139705
7150	RF	313.85	2.49672213298673
7250	FR	2450.67	-3.3892848343741
7250	RF	155.07	2.19052778688735
7350	FR	2171.2	-3.33669983031566
7350	RF	174.86	2.24269047405237
7450	FR	2268.85	-3.35580578441483
7450	RF	199.64	2.30024756119408
7550	FR	2141.1	-3.33063695147659
7550	RF	171.23	2.23357985667902
7650	FR	2080.21	-3.31810717978852
7650	RF	157.75	2.19796936791617
7750	FR	2034.31	-3.30841713395099
7750	RF	151.19	2.17952306703528
7850	FR	1909.46	-3.28091056506009
7850	RF	180.1	2.25551371281953
7950	FR	1608.56	-3.20643726491653
7950	RF	173.64	2.23964977716666
8050	FR	1410.8	-3.14946545099545
8050	RF	156.75	2.19520754950275
8150	FR	1480.61	-3.1704406782693
8150	RF	139.64	2.14500984014214
8250	FR	1426.68	-3.15432657310148
8250	RF	148.08	2.17049640574485
8350	FR	1149.98	-3.06069028734042
8350	RF	163.02	2.21224088880153
8450	FR	994.78	-2.99772704521777
8450	RF	177.72	2.24973630456883
8550	FR	704.82	-2.84807821913612
8550	RF	155.18	2.19083574753207
8650	FR	557.77	-2.74645515176432
8650	RF	100.64	2.00277062810119
8750	FR	496.31	-2.69575302575357
8750	RF	101.56	2.00672269220168
8850	FR	488.54	-2.68890012807134
8850	RF	91.58	1.96180063919168
8950	FR	295.15	-2.47004278755721
8950	RF	77.01	1.88654712339111
9050	FR	254.32	-2.40538051490672
9050	RF	50.7	1.70500795933334
9150	FR	341.4	-2.53326351677871
9150	RF	19.77	1.29600666931367
9250	FR	446.02	-2.64935433336437
9250	RF	27.59	1.44075170047919
9350	FR	486.6	-2.6871721045948
9350	RF	29.51	1.46996920949996
9450	FR	497.67	-2.6969414618669
9450	RF	30.79	1.4884096889032
9550	FR	480.57	-2.68175665610351
9550	RF	41.98	1.62304243424638
9650	FR	518.36	-2.71463148119294
9650	RF	51.04	1.70791066571311
9750	FR	502.56	-2.70118791905443
9750	RF	38.37	1.58399179919832
9850	FR	461.66	-2.66432224723506
9850	RF	6.38	1
9950	FR	418.75	-2.6219548200449
9950	RF	22.76	1.35717225772303
10050	FR	357.38	-2.55313024449677
10050	RF	44.26	1.64601140959124
10150	FR	154.4	-2.18864729599972
10150	RF	85.44	1.93166123968448
10250	FR	94.98	-1.977632165246
10250	RF	77.99	1.89203892034129
10350	FR	102.04	-2.00877044993775
10350	RF	62.3	1.79448804665917
10450	FR	64.02	-1.80631566980811
10450	RF	25.96	1.41430468812833
10550	FR	43.51	-1.63858908329272
10550	RF	131.08	2.11753643271034
10650	FR	17.24	-1.23653726148869
10650	RF	181.53	2.25894840765209
10750	FR	20.87	-1.31952244906545
