Position	Strand	Depth	Trans_Depth
50	FR	83.23	-1.92027989463295
50	RF	68.14	1.83340212923186
150	FR	148.15	-2.17070165581607
150	RF	130.96	2.11713866640388
250	FR	168.93	-2.22770678206067
250	RF	151.22	2.1796092337262
350	FR	209.83	-2.32186758063079
350	RF	129.93	2.1137094384495
450	FR	225.97	-2.35405078561077
450	RF	83.77	1.9230885154424
550	FR	235.45	-2.37189869477874
550	RF	68.16	1.83352958175864
650	FR	221.82	-2.34600070095675
650	RF	84.4	1.92634244662565
750	FR	220.17	-2.34275814241929
750	RF	86.39	1.93646347400475
850	FR	215.68	-2.33380987485523
850	RF	102.17	2.00932339338101
950	FR	224.17	-2.35057749181728
950	RF	105.88	2.02481393262931
1050	FR	218.46	-2.33937192931759
1050	RF	121.94	2.0861461906859
1150	FR	228.69	-2.35924717448969
1150	RF	109.55	2.03961238189672
1250	FR	292.16	-2.4656207558542
1250	RF	104.98	2.02110656843212
1350	FR	300.67	-2.47809009759029
1350	RF	91.74	1.96255873579596
1450	FR	315.18	-2.49855865118675
1450	RF	65.66	1.81730087839332
1550	FR	401.46	-2.60364228026307
1550	RF	57.72	1.76132632242146
1650	FR	337.03	-2.52766856038046
1650	RF	55.74	1.74616696437729
1750	FR	361.8	-2.5584685625238
1750	RF	66.38	1.82203724807258
1850	FR	442.36	-2.64577584938917
1850	RF	69.28	1.84060787900929
1950	FR	467.06	-2.6693726749882
1950	RF	64.26	1.8079407212155
2050	FR	485.25	-2.6859655440604
2050	RF	71.74	1.85576137233995
2150	FR	458.78	-2.66160447706061
2150	RF	51.55	1.71222866961954
2250	FR	393.37	-2.59480123577839
2250	RF	29.66	1.47217114669236
2350	FR	341.95	-2.53396260806905
2350	RF	14.28	1.15472820744016
2450	FR	229.35	-2.360498744468
2450	RF	6.68	1
2550	FR	237.17	-2.37505975358581
2550	RF	9.57	1
2650	FR	274.49	-2.43852652720532
2650	RF	20.61	1.31407799177921
2750	FR	298.29	-2.47463869413439
2750	RF	26.95	1.43055876952276
2850	FR	344.69	-2.53742868402351
2850	RF	44.04	1.64384731029971
2950	FR	357.55	-2.55333678237689
2950	RF	63.71	1.80420760508204
3050	FR	358.36	-2.55431952791878
3050	RF	55.16	1.74162425750381
3150	FR	339.7	-2.53109554687003
3150	RF	67.7	1.83058866868514
3250	FR	269.86	-2.43113851602492
3250	RF	63.18	1.80057962156913
3350	FR	55.39	-1.74343136514668
3350	RF	55.73	1.7460890430562
3450	FR	36.88	-1.56679091238159
3450	RF	92.97	1.96834283095895
3550	FR	60.36	-1.78074923110355
3550	RF	99.77	1.99899997221832
3650	FR	74.61	-1.8727970399896
3650	RF	97.06	1.98704028697927
3750	FR	69.55	-1.84229713432806
3750	RF	85.83	1.93363911252492
3850	FR	52.08	-1.71667097556014
3850	RF	81.94	1.91349595961712
3950	FR	20.65	-1.31492005599242
