Position	Strand	Depth	Trans_Depth
50	FR	13.39	-1.12678057701201
50	RF	10.67	1.02816441942447
150	FR	20.42	-1.31005573775089
150	RF	39.08	1.59195455504674
250	FR	26.16	-1.41763773965223
250	RF	51.17	1.70901541697212
350	FR	37.95	-1.5792117802315
350	RF	1038.02	3.01620572134092
450	FR	46.04	-1.66313531495775
450	RF	1926.37	3.28473970621814
550	FR	50.49	-1.70320537069549
550	RF	1937.73	3.28729326307641
650	FR	76.92	-1.88603927556644
650	RF	1898.39	3.27838543751635
750	FR	81.99	-1.91376088641232
750	RF	1434.77	3.15678228731626
850	FR	90.72	-1.95770304154883
850	RF	1432.49	3.15609159890471
950	FR	90.49	-1.95660058821318
950	RF	1399.63	3.14601324268113
1050	FR	84.01	-1.92433098470868
1050	RF	1271.72	3.10439150137465
1150	FR	77.36	-1.88851646107494
1150	RF	1158.64	3.06394851767193
1250	FR	63.91	-1.80556881754856
1250	RF	1036.23	3.01545616143678
1350	FR	49.36	-1.69337515102519
1350	RF	853.73	2.93132054276118
1450	FR	34.71	-1.54045461367141
1450	RF	884.04	2.94647191590251
1550	FR	37.72	-1.57657168406529
1550	RF	808.48	2.90766928089415
1650	FR	43.81	-1.64157325317818
1650	RF	810.72	2.9088708869466
1750	FR	51.07	-1.70816585785554
1750	RF	838.71	2.92361182117285
1850	FR	37.48	-1.57379958221574
1850	RF	898.98	2.95375002990202
1950	FR	50.62	-1.70432214082224
1950	RF	848.03	2.92841121617652
2050	FR	64.84	-1.81184300617648
2050	RF	790.05	2.89765457741316
2150	FR	65.37	-1.81537848496592
2150	RF	764.88	2.88359330518534
2250	FR	79.95	-1.90281846808225
2250	RF	715.44	2.85457321774424
2350	FR	74.86	-1.8742498227784
2350	RF	724.45	2.86000841675898
2450	FR	85.41	-1.93150872186662
2450	RF	712.78	2.85295550526634
2550	FR	62.35	-1.79483645781456
2550	RF	703.18	2.84706650994234
2650	FR	46.45	-1.66698571832966
2650	RF	515.34	2.7120938531249
2750	FR	45.29	-1.65600232068296
2750	RF	397.5	2.59933713299249
2850	FR	91.66	-1.96217985290877
2850	RF	400.28	2.60236389111277
2950	FR	2800.81	-3.4472836483629
2950	RF	399.72	2.6017558787388
3050	FR	3527.52	-3.54746948475523
3050	RF	358.44	2.55441646865175
3150	FR	2732.94	-3.43663009713176
3150	RF	363.22	2.560169754085
3250	FR	1718.37	-3.23511668199654
3250	RF	300.23	2.47745408625333
3350	FR	3246.27	-3.51138463829785
3350	RF	257.61	2.41096271761838
3450	FR	4276.2	-3.6310580091806
3450	RF	277.14	2.44269921263019
3550	FR	4881.27	-3.68853283065735
3550	RF	335.01	2.52505777085774
3650	FR	5052.25	-3.70348483256701
3650	RF	422.32	2.6256416489929
3750	FR	4790.11	-3.68034548665976
3750	RF	393.51	2.59495577326341
3850	FR	4111.5	-3.61400029459518
3850	RF	317.2	2.50133317864557
3950	FR	2111.39	-3.32456846031105
3950	RF	261.83	2.41801940572894
4050	FR	362.88	-2.55976303287679
4050	RF	228.08	2.3580872043014
4150	FR	551.84	-2.74181317702332
4150	RF	222.92	2.34814903438416
4250	FR	754.63	-2.87773406640364
4250	RF	239.81	2.37986728908088
4350	FR	968.85	-2.98625654359883
4350	RF	226.78	2.3556047509588
4450	FR	1045.43	-3.01929495859655
4450	RF	257.71	2.41113127093956
4550	FR	967.31	-2.98556567751011
4550	RF	268.27	2.42857210926187
4650	FR	859.58	-2.93428630213038
4650	RF	280.06	2.44725108447586
4750	FR	792.06	-2.89875808144042
4750	RF	217.08	2.33661981290744
4850	FR	765.88	-2.88416072861381
4850	RF	194.48	2.28887494583528
