Position	Strand	Depth	Trans_Depth
50	FR	40.36	-1.60595115756487
50	RF	63.14	1.8003045775562
150	FR	86.8	-1.93851972517649
150	RF	113.72	2.0558368510184
250	FR	91.34	-1.96066100727098
250	RF	151.09	2.17923572119848
350	FR	87.55	-1.94225615041946
350	RF	162.36	2.21047904264525
450	FR	47.71	-1.67860941655893
450	RF	162.92	2.21197440141396
550	FR	34.08	-1.53249958609466
550	RF	178.94	2.25270743300728
650	FR	35.26	-1.5472823079633
650	RF	333.69	2.5233431919413
750	FR	38.86	-1.58950279626376
750	RF	471.2	2.67320528177904
850	FR	44.41	-1.64748077317368
850	RF	403.83	2.6061985789724
950	FR	57.75	-1.76155198856418
950	RF	308.19	2.4888185428338
1050	FR	44.79	-1.65118106244469
1050	RF	121.07	2.08303654241196
1150	FR	37.78	-1.57726195358581
1150	RF	181.71	2.25937882838296
1250	FR	48.67	-1.68726134624351
1250	RF	232.88	2.36713219243075
1350	FR	51.73	-1.71374247840908
1350	RF	263.25	2.42036837985752
1450	FR	57.6	-1.76042248342321
1450	RF	301.77	2.47967606286814
1550	FR	61.32	-1.78760214618234
1550	RF	336.82	2.52739787152047
1650	FR	48.12	-1.68232561866781
1650	RF	301.54	2.47934493049614
1750	FR	29.44	-1.46893780566546
1750	RF	237.71	2.37604745204147
1850	FR	14.4	-1.15836249209525
1850	RF	250.34	2.39853024789567
1950	FR	24.05	-1.38111508070985
1950	RF	243.45	2.38640977888191
2050	FR	52.55	-1.72057272036426
2050	RF	296.98	2.47272720291282
2150	FR	115.43	-2.06231869565878
2150	RF	285.42	2.45548440180354
2250	FR	128.49	-2.10886932911623
2250	RF	278.25	2.44443517300675
2350	FR	99.06	-1.99589832364644
2350	RF	256.97	2.40988242451824
2450	FR	103.13	-2.01338501774969
2450	RF	206.36	2.31462551920127
2550	FR	104.05	-2.01724208454765
2550	RF	195.07	2.2901904839703
2650	FR	94.58	-1.97579930967941
2650	RF	198.23	2.29716938096923
2750	FR	64.61	-1.81029974104017
2750	RF	183.79	2.26432187776301
2850	FR	64.28	-1.80807586809131
2850	RF	189.71	2.2780902240376
2950	FR	84	-1.92427928606188
2950	RF	190.92	2.28085142569421
3050	FR	80.81	-1.90746510676586
3050	RF	175.19	2.24350931262678
3150	FR	56.09	-1.74888544000952
3150	RF	181.42	2.25868516260747
3250	FR	65.81	-1.8182918908
3250	RF	234.79	2.37067959582386
3350	FR	104.83	-2.02048558579655
3350	RF	192.63	2.28472392463616
3450	FR	105.36	-2.02267576195373
3450	RF	192.58	2.28461118236977
3550	FR	72.29	-1.85907822474697
3550	RF	202.99	2.30747464356941
3650	FR	70.53	-1.8483738838446
3650	RF	148.21	2.17087750727558
3750	FR	80.89	-1.90789483541628
3750	RF	94.55	1.97566153318106
3850	FR	95.65	-1.98068497436331
3850	RF	100.87	2.00376202082825
3950	FR	97.83	-1.99047205352562
3950	RF	104.46	2.01895002150097
4050	FR	102.41	-2.01034236613957
4050	RF	151.27	2.1797528068975
4150	FR	93.2	-1.96941591235398
4150	RF	146.53	2.1659265496091
4250	FR	109.99	-2.04135320204697
4250	RF	120.95	2.0826058726979
4350	FR	133.42	-2.12522093631656
4350	RF	78.03	1.89226160691553
4450	FR	136.48	-2.13506901382345
4450	RF	71.57	1.85473101721394
4550	FR	121.13	-2.0832517172216
4550	RF	67.59	1.82988244644349
4650	FR	118.83	-2.07492609712396
4650	RF	42.76	1.63103769653674
4750	FR	99.63	-1.99839013031805
4750	RF	39.3	1.59439255037543
4850	FR	74.93	-1.8746557325981
4850	RF	51.68	1.71332250498703
4950	FR	147.3	-2.16820274684263
4950	RF	45.39	1.65696018274285
5050	FR	174.96	-2.24293877002958
5050	RF	52.01	1.71608685377483
5150	FR	219.34	-2.34111783913386
5150	RF	46.44	1.66689221106654
5250	FR	82.31	-1.91545260168848
5250	RF	67.73	1.83078107560636
5350	FR	20.28	-1.3070679506613
5350	RF	92.12	1.96435392929219
5450	FR	18.38	-1.26434550705009
5450	RF	64.2	1.80753502806885
5550	FR	15.36	-1.18639121569549
5550	RF	43.64	1.6398847419163
5650	FR	15.51	-1.1906117978136
5650	RF	47.11	1.67311310423823
5750	FR	24.97	-1.39741854235135
5750	RF	41.2	1.61489721603313
5850	FR	18.83	-1.27485032001666
5850	RF	43.76	1.64107731332537
5950	FR	17.35	-1.23929947912689
5950	RF	24.29	1.38542751480513
6050	FR	14.38	-1.15775888604686
6050	RF	24.99	1.39776625612645
6150	FR	21.94	-1.34123662323869
6150	RF	33.99	1.53135116458306
6250	FR	24.61	-1.3911116137028
6250	RF	38.67	1.58737417207307
6350	FR	26.34	-1.42061577062576
6350	RF	44.72	1.65050179487837
6450	FR	24.2	-1.38381536598043
6450	RF	32.97	1.51811894714315
6550	FR	29.78	-1.47392469341616
6550	RF	30.89	1.48981790830145
6650	FR	37.43	-1.57321982711442
6650	RF	20.92	1.32056168019524
6750	FR	43.59	-1.63938686901768
6750	RF	14.94	1.17435059747938
6850	FR	50.53	-1.70354929823823
6850	RF	15.75	1.19728055812562
6950	FR	35.93	-1.55545721720465
6950	RF	12.37	1.09236969962912
7050	FR	10.49	-1.02077548819356
7050	RF	4.88	1
