Position	Strand	Depth	Trans_Depth
50	FR	3.8	-1
50	RF	32.96	1.51798720302508
150	FR	13.17	-1.11958577496178
150	RF	92.67	1.96693916302111
250	FR	24.89	-1.39602489660859
250	RF	149.3	2.17405980772503
350	FR	28.4	-1.45331834004704
350	RF	149.79	2.17548282077477
450	FR	29.09	-1.46374372124706
450	RF	113.82	2.05621858127231
550	FR	31.28	-1.49526674438781
550	RF	46.97	1.67182056018325
650	FR	30.58	-1.4854374810763
650	RF	23.13	1.36417563277062
750	FR	49.13	-1.69134676413482
750	RF	8.84	1
850	FR	56.27	-1.75027691515399
850	RF	12.51	1.09725730969342
950	FR	63.73	-1.80434391847987
950	RF	14.23	1.15320490008428
1050	FR	69.74	-1.84348194303996
1050	RF	65.1	1.81358098856819
1150	FR	73.62	-1.86699581311065
1150	RF	84.48	1.92675390518974
1250	FR	80.46	-1.90558002823524
1250	RF	88.78	1.94831514068935
1350	FR	93.39	-1.97030037540218
1350	RF	68.51	1.83575396751938
1450	FR	85.52	-1.93206769220072
1450	RF	60.32	1.78046133286172
1550	FR	64.07	-1.80665472399186
1550	RF	58.9	1.7701152947871
1650	FR	60.32	-1.78046133286172
1650	RF	47.92	1.68051680938125
1750	FR	30.29	-1.48129927333286
1750	RF	41.41	1.61710523050238
1850	FR	27.69	-1.44232295574557
1850	RF	43.12	1.63467875217868
1950	FR	29.95	-1.47639682672533
1950	RF	46.35	1.66604973848052
2050	FR	26.61	-1.42504487455139
2050	RF	55.9	1.74741180788642
2150	FR	31.11	-1.4929000111087
2150	RF	55.75	1.7462448717202
2250	FR	33.29	-1.52231379515667
2250	RF	350.34	2.54448972563493
2350	FR	33.16	-1.52061452187824
2350	RF	461.29	2.66397403992825
2450	FR	21.86	-1.33965015761368
2450	RF	473.67	2.6754758794566
2550	FR	32.15	-1.50718097726024
2550	RF	344.34	2.5369874751306
2650	FR	33.94	-1.53071183798166
2650	RF	298.65	2.47516251908309
2750	FR	40.34	-1.60573589387675
2750	RF	287.83	2.45913605768762
2850	FR	79.75	-1.90173069172922
2850	RF	251.61	2.40072789773712
2950	FR	92.7	-1.9670797341445
2950	RF	241.83	2.38351017587249
3050	FR	89.28	-1.9507541815935
3050	RF	254.3	2.40534636017571
3150	FR	82.49	-1.91640130360388
3150	RF	238.71	2.37787061278074
3250	FR	101.03	-2.00445035298922
3250	RF	229.04	2.35991133501354
3350	FR	113.17	-2.05373131588761
3350	RF	219.95	2.34232396631288
3450	FR	100.06	-2.00026049854739
3450	RF	190.25	2.27932466544261
3550	FR	89.17	-1.95021876664186
3550	RF	182.98	2.26240362325878
3650	FR	127.23	-2.10458952717937
3650	RF	182.11	2.2603337943703
3750	FR	167.93	-2.22512828798209
3750	RF	208.96	2.32006315959498
3850	FR	197.92	-2.29648968228505
3850	RF	236.04	2.37298560596696
3950	FR	222.27	-2.34688084950207
3950	RF	281.85	2.45001803915621
4050	FR	261.33	-2.41718926845901
4050	RF	469.39	2.67153383304468
4150	FR	230.28	-2.3622562207831
4150	RF	513.04	2.71015122690918
4250	FR	229.23	-2.36027145440294
4250	RF	639.49	2.8058337576047
4350	FR	184.73	-2.26653743023431
4350	RF	605.6	2.78218586649202
4450	FR	184.65	-2.266349311987
4450	RF	747.69	2.8737215722023
4550	FR	184.27	-2.26545463584318
4550	RF	1265.33	3.10220380494957
4650	FR	229.58	-2.36093405154839
4650	RF	1212.51	3.08368532906969
4750	FR	236.26	-2.37339019962747
4750	RF	1343.95	3.1283831116285
4850	FR	242.61	-2.38490869783028
4850	RF	1396.28	3.14497251732831
4950	FR	148.49	-2.17169720724884
4950	RF	1331.79	3.12443574958557
5050	FR	142.32	-2.15326593507587
5050	RF	1207.58	3.08191591160382
5150	FR	153.68	-2.18661735185364
5150	RF	1094.34	3.03915227371884
5250	FR	167.67	-2.22445536433557
5250	RF	1056.22	3.02375438679137
5350	FR	207.12	-2.31622203742682
5350	RF	900.1	2.95429076170113
5450	FR	176.97	-2.24789965088881
5450	RF	705.33	2.84839235620725
5550	FR	147.9	-2.16996817399689
5550	RF	841.56	2.92508508494641
5650	FR	95.46	-1.97982143003022
5650	RF	1715.62	3.23442110042493
5750	FR	86.51	-1.93706631201743
5750	RF	1764.2	3.24654781774182
5850	FR	86.96	-1.93931953107824
5850	RF	2021.1	3.30558780207234
5950	FR	164.59	-2.21640344523379
5950	RF	2424.06	3.38454336522462
6050	FR	192.95	-2.28544478290742
6050	RF	3132.14	3.49584116585992
6150	FR	168.12	-2.2256193813334
6150	RF	3760.98	3.57530102395345
6250	FR	194.6	-2.28914283593233
6250	RF	4554.8	3.65846931197788
6350	FR	234.39	-2.36993907902924
6350	RF	5371.82	3.73012145181566
6450	FR	322.27	-2.50821987907466
6450	RF	6162.65	3.78976750321907
6550	FR	287.17	-2.45813906817827
6550	RF	10469.09	4.01990893333555
6650	FR	224.83	-2.35185426047875
6650	RF	29803.46	4.47426668594469
6750	FR	169.14	-2.22824632625525
6750	RF	33041.22	4.51905607464974
6850	FR	267.66	-2.42758347362526
6850	RF	33153.58	4.52053043139232
6950	FR	805.55	-2.90609250198698
6950	RF	26705.08	4.42659388331645
7050	FR	838.26	-2.92337874303604
7050	RF	31407.66	4.49703558087657
7150	FR	558.88	-2.74731856829357
7150	RF	32778.39	4.51558761820069
7250	FR	369.64	-2.56777896157218
7250	RF	35455.53	4.54968398172452
7350	FR	306.06	-2.48580657391483
7350	RF	36541.78	4.562789698609
7450	FR	431.81	-2.63529269565113
7450	RF	39405.29	4.59555452800813
7550	FR	518.02	-2.71434652754825
7550	RF	43668.31	4.64016638468808
7650	FR	471.03	-2.67304856831689
7650	RF	48561.71	4.6862939711168
7750	FR	505.83	-2.70400458311058
7750	RF	42022.27	4.62347950884685
7850	FR	549.61	-2.74005462598983
7850	RF	43249.03	4.63597637144542
7950	FR	741.92	-2.87035707855173
7950	RF	51919.14	4.71532749010303
8050	FR	776.16	-2.88995125728199
8050	RF	72446.71	4.86001866777423
8150	FR	551.26	-2.74135648076238
8150	RF	72744.78	4.86180183479153
8250	FR	357.8	-2.55364033623135
8250	RF	68316.14	4.83452331985808
8350	FR	96.42	-1.98416712714699
8350	RF	17495.36	4.24292288333821
8450	FR	34.69	-1.54020429984206
8450	RF	299.03	2.47571476083573
8550	FR	27.32	-1.43648069500949
8550	RF	300.78	2.4782489549967
8650	FR	32.17	-1.50745106090197
8650	RF	335.2	2.52530400995824
8750	FR	35.14	-1.54580175715928
8750	RF	255.8	2.40790054014263
8850	FR	46.09	-1.66360670812452
8850	RF	212.67	2.32770623107169
8950	FR	46.22	-1.66482994114309
8950	RF	125.45	2.09847066565063
9050	FR	52.53	-1.72040740080311
9050	RF	103.7	2.01577875638904
9150	FR	53.33	-1.72697158368288
9150	RF	166.21	2.22065714949725
9250	FR	43.26	-1.63608651510307
9250	RF	196.47	2.29329624514846
9350	FR	56.57	-1.75258617874041
9350	RF	230.31	2.36231279532651
9450	FR	56.36	-1.75097098443732
9450	RF	231.25	2.36408174141107
9550	FR	55.86	-1.74710093136499
9550	RF	217.07	2.33659980625158
9650	FR	56.91	-1.75518858560832
9650	RF	190.59	2.28010011005492
9750	FR	47.99	-1.68115074993242
9750	RF	209.91	2.3220331286318
9850	FR	53.19	-1.72582999032058
9850	RF	199.86	2.30072588307482
9950	FR	37.23	-1.57089303621839
9950	RF	182.29	2.26076284493617
10050	FR	39.34	-1.59483435558332
10050	RF	140.42	2.14742896869866
10150	FR	33.53	-1.52543355342882
10150	RF	116.6	2.06669855042299
10250	FR	37.75	-1.57691695596521
10250	RF	87.48	1.9419087743656
10350	FR	32.45	-1.51121470113639
10350	RF	116.08	2.06475739942968
10450	FR	32.71	-1.51468054412498
10450	RF	98.54	1.99361255793889
10550	FR	43.02	-1.63367040605144
10550	RF	102.76	2.01182409559431
10650	FR	50.83	-1.7061201097027
10650	RF	95.59	1.98041246160689
10750	FR	59.28	-1.77290819497127
10750	RF	61.15	1.7863964613723
10850	FR	55.31	-1.74280365846917
10850	RF	44.9	1.65224634100332
10950	FR	51.51	-1.71189154988058
10950	RF	51.75	1.71391035412896
11050	FR	26.6	-1.42488163663107
11050	RF	41.27	1.61563446887742
11150	FR	28.26	-1.45117215751254
11150	RF	53.73	1.73021684056869
11250	FR	26.26	-1.41929472175346
11250	RF	45.2	1.65513843481138
11350	FR	31.55	-1.49899936358015
11350	RF	32.06	1.50596351801813
11450	FR	26.64	-1.42553422049826
11450	RF	20.3	1.30749603791321
11550	FR	18.39	-1.26458172923808
11550	RF	36.54	1.56276854301652
11650	FR	20.33	-1.30813737863804
11650	RF	54.17	1.7337588355872
11750	FR	21.09	-1.32407657973949
11750	RF	64.55	1.80989624660244
11850	FR	42.91	-1.63255851453267
11850	RF	51.65	1.71307032585564
11950	FR	62.32	-1.79462744466451
11950	RF	54.12	1.73335778792559
12050	FR	66.5	-1.8228216453031
12050	RF	60.91	1.78468859950142
12150	FR	72.97	-1.86314434625267
12150	RF	58.73	1.76886000084296
12250	FR	58.57	-1.76767522402796
12250	RF	60.53	1.78197067391255
12350	FR	154.24	-2.18819701655876
12350	RF	79.49	1.90031249698373
12450	FR	243.11	-2.38580282332502
12450	RF	70.08	1.84559409316002
12550	FR	300.51	-2.4778589284937
12550	RF	64.05	1.8065191340807
12650	FR	285.36	-2.4553930963303
12650	RF	69.45	1.84167225007363
12750	FR	297.3	-2.47319490920494
12750	RF	77.48	1.88918961204707
12850	FR	284.61	-2.45425015530034
12850	RF	82.09	1.91429025566595
12950	FR	311.71	-2.49375073514548
12950	RF	71.08	1.85174741913326
13050	FR	361.66	-2.55830047796286
13050	RF	77.59	1.88980575186809
13150	FR	457.86	-2.66073270393809
13150	RF	66.26	1.82125143154594
13250	FR	498.72	-2.69785678493276
13250	RF	58.75	1.76900787094377
13350	FR	522.62	-2.71818602560454
13350	RF	71.79	1.8560639533331
13450	FR	472.5	-2.67440181284528
13450	RF	90.09	1.95467658691864
13550	FR	452.54	-2.65565697251693
13550	RF	85.55	1.93222001387712
13650	FR	358.58	-2.5545860628841
13650	RF	90.01	1.95429076170113
13750	FR	357.69	-2.5535067986742
13750	RF	100.31	2.0013442304116
13850	FR	369.65	-2.56779071053354
13850	RF	94.26	1.97432743542362
13950	FR	465.41	-2.66783571048952
13950	RF	83.72	1.92282921966665
14050	FR	508.42	-2.70622262630132
14050	RF	62.52	1.79601896934715
14150	FR	507.02	-2.70502509092766
14150	RF	68.74	1.83720952780121
14250	FR	429.31	-2.63277100470175
14250	RF	137.1	2.13703745478951
14350	FR	267.17	-2.426787690458
14350	RF	441.47	2.6449011965271
14450	FR	117.5	-2.07003786660776
14450	RF	698.01	2.84386164456257
14550	FR	57.21	-1.75747194776567
14550	RF	736.12	2.86694861744858
14650	FR	72.04	-1.8575737041475
14650	RF	706.15	2.84889696344961
14750	FR	72.84	-1.86236993712288
14750	RF	575.16	2.75978867503941
14850	FR	79.01	-1.89768206179642
14850	RF	415.62	2.61869643802048
14950	FR	93.26	-1.96969541111847
14950	RF	465.42	2.66784504182783
15050	FR	90.7	-1.9576072870601
15050	RF	427.12	2.63054990784985
15150	FR	80.64	-1.90655051910145
15150	RF	435.46	2.63894826823665
15250	FR	108.35	-2.03482891565584
15250	RF	393.66	2.59512128814094
15350	FR	81.81	-1.91280639266129
15350	RF	334.28	2.52411039349514
15450	FR	76.06	-1.88115632107556
15450	RF	312.8	2.49526674438781
15550	FR	95.68	-1.98082116664434
15550	RF	319.17	2.50402206360992
15650	FR	81.08	-1.90891374002097
15650	RF	282.5	2.45101845215546
15750	FR	65.83	-1.81842385509208
15750	RF	225.58	2.35330059232073
15850	FR	56.89	-1.75503593376777
15850	RF	303.19	2.48171487302717
15950	FR	64.76	-1.81130684008134
15950	RF	321.2	2.50677553660664
16050	FR	87.16	-1.94031722157422
16050	RF	297.14	2.47296111901995
16150	FR	111.83	-2.04855832489848
16150	RF	243.96	2.38731862468566
16250	FR	107.55	-2.03161041472348
16250	RF	176.93	2.24780147751017
16350	FR	144.3	-2.15926633109349
16350	RF	129.68	2.11287300184046
16450	FR	174.22	-2.24109800940333
16450	RF	130.04	2.11407696082409
16550	FR	182.29	-2.26076284493617
16550	RF	138.79	2.14235817576385
16650	FR	204.49	-2.31067207493012
16650	RF	215.86	2.33417217272461
16750	FR	207.72	-2.31747831392302
16750	RF	228.62	2.35911422041491
16850	FR	184.92	-2.26698388476604
16850	RF	214.74	2.33191294877365
16950	FR	117.4	-2.0696680969116
16950	RF	177.59	2.24941850723599
17050	FR	21.58	-1.33405144034689
17050	RF	120.14	2.07968762761134
17150	FR	18.61	-1.26974637313077
17150	RF	146.08	2.16459076019022
17250	FR	37.63	-1.57553421831986
17250	RF	150.25	2.17681448067478
17350	FR	57.76	-1.76162718456158
17350	RF	227.31	2.35661854196909
17450	FR	85.73	-1.93313282372673
17450	RF	319.16	2.50400845640105
17550	FR	67.48	-1.82917507391709
17550	RF	273.23	2.4365283821221
17650	FR	47.01	-1.67219025118825
17650	RF	205.9	2.31365634661803
17750	FR	37.72	-1.57657168406529
17750	RF	170.66	2.23213174129662
17850	FR	49.67	-1.69609415999522
17850	RF	134.16	2.12762304959803
17950	FR	37.49	-1.57391544042155
17950	RF	78.66	1.89575394207373
18050	FR	32.01	-1.50528567414413
18050	RF	50.81	1.7059491949103
