Position	Strand	Depth	Trans_Depth
50	FR	50.95	-1.70714418834244
50	RF	237.01	2.3747666702852
150	FR	119.76	-2.078311787335
150	RF	621.11	2.7931685215332
250	FR	182.62	-2.26154833844469
250	RF	944.48	2.97519276587712
350	FR	253.49	-2.40396083139921
350	RF	1161.27	3.06493320671308
450	FR	358.78	-2.55482822553223
450	RF	1127.3	3.05203950700147
550	FR	362.9	-2.55978696820056
550	RF	977.56	2.99014342271161
650	FR	340.95	-2.53269069478065
650	RF	611.24	2.78621176705136
750	FR	341.23	-2.53304720614645
750	RF	579.56	2.76309840375092
850	FR	247.14	-2.39294304234006
850	RF	605.52	2.78212849222918
950	FR	180.96	-2.25758258758138
950	RF	602.58	2.78001471307617
1050	FR	189.17	-2.27685226384427
1050	RF	633.39	2.80167120242222
1150	FR	204.57	-2.3108419451643
1150	RF	692.8	2.84060787900929
1250	FR	168.72	-2.22716656673143
1250	RF	698.86	2.84439018387572
1350	FR	180.81	-2.25722244618757
1350	RF	634.71	2.80257534077592
1450	FR	200.22	-2.30150745703844
1450	RF	575.01	2.75967539757146
1550	FR	198.99	-2.29883125201804
1550	RF	428.64	2.63209269626413
1650	FR	159.24	-2.20205216891206
1650	RF	311.23	2.49308145273443
1750	FR	143.51	-2.15688216443938
1750	RF	327.25	2.51487965522279
1850	FR	185.11	-2.26742988081401
1850	RF	366.4	2.56395546499581
1950	FR	249.76	-2.39752288571834
1950	RF	341.53	2.53342885812652
2050	FR	251.8	-2.40105572577184
2050	RF	338.5	2.52955867302116
2150	FR	195.33	-2.29076895006656
2150	RF	215.82	2.33409168820215
2250	FR	103.67	-2.01565309853547
2250	RF	237.88	2.37635792982724
2350	FR	43.65	-1.63998424804159
2350	RF	223.33	2.3489470659256
2450	FR	54.31	-1.73487980279263
2450	RF	277.96	2.44398230300741
2550	FR	55.74	-1.74616696437729
2550	RF	225.63	2.35339684339754
2650	FR	66.23	-1.82105475504689
2650	RF	203.13	2.30777406851709
2750	FR	86.49	-1.93696589710787
2750	RF	200.73	2.30261228459909
2850	FR	69.96	-1.84484980080664
2850	RF	263.04	2.42002179585996
2950	FR	64.86	-1.81197694433695
2950	RF	240.98	2.38198100004346
3050	FR	127.21	-2.10452125261833
3050	RF	253.64	2.40421774451492
3150	FR	119.96	-2.07903645708749
3150	RF	231.9	2.36530074863799
3250	FR	97.88	-1.99069396067975
3250	RF	198.67	2.29813229177961
3350	FR	40.86	-1.61129836229643
3350	RF	156.4	2.19423674872383
3450	FR	33.51	-1.52517442783527
