Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	9203	1016	4075
mitochondrial_bact-Cma-CysGCA-18	0	0	0
mitochondrial_cp-Cma-GlnTTG-10	3828	716	1791
mitochondrial_cp-Cma-HisGTG-15	8986	1067	1302
mitochondrial_cp-Cma-IleCAT-12	465	85	243
mitochondrial_cp-Cma-IleCAT-13	44	5	48
mitochondrial_cp-Cma-LeuTAG-16	429	95	174
mitochondrial_cp-Cma-SerGCT-11	0	0	0
mitochondrial_cp-Cma-TrpCCA-14	1241	270	477
mitochondrial_cp-Cma-TyrGTA-17	0	0	0
mitochondrial_fungal-Cma-GlnTTG-22	723	56	106
mitochondrial_fungal-Cma-GluTTC-20	0	0	1
mitochondrial_fungal-Cma-GlyTCC-24	0	0	0
mitochondrial_fungal-Cma-LysTTT-25	0	0	0
mitochondrial_fungal-Cma-MetCAT-19	102	18	648
mitochondrial_fungal-Cma-SerGCT-23	8	3	2
mitochondrial_fungal-Cma-ThrTGT-21	0	0	0
mitochondrial_native-Cma-AsnGTT-8	7611	824	1394
mitochondrial_native-Cma-AspGTC-7	6215	1594	2971
mitochondrial_native-Cma-CysGCA-3	846	115	173
mitochondrial_native-Cma-GluTTC-1	8438	1309	1432
mitochondrial_native-Cma-IleCAT-5	1	0	8
mitochondrial_native-Cma-LysTTT-6	3438	536	1160
mitochondrial_native-Cma-TyrGTA-4	3224	760	1842
mitochondrial_native-Cma-eMetCAT-9	2534	257	361
mitochondrial_native-Cma-iMetCAT-2	18018	1986	3119
nuclear-Ath-AlaAGC-171748	476853	212403	784327
nuclear-Ath-AlaAGC-171749	1428	523	1748
nuclear-Ath-AlaAGC-183743	47285	15889	65888
nuclear-Ath-AlaCGC-171750	107	29	115
nuclear-Ath-AlaCGC-171752	171692	69003	239496
nuclear-Ath-AlaCGC-183744	330	63	124
nuclear-Ath-AlaTGC-171747	196547	83488	292155
nuclear-Ath-AlaTGC-171751	96203	47261	161032
nuclear-Ath-ArgACG-171679	1	3	1
nuclear-Ath-ArgACG-171680	12	9	5
nuclear-Ath-ArgACG-171681	40207	12736	8772
nuclear-Ath-ArgACG-171682	9	5	5
nuclear-Ath-ArgACG-171683	3	0	1
nuclear-Ath-ArgACG-171772	0	0	1
nuclear-Ath-ArgCCG-171678	79073	14460	24857
nuclear-Ath-ArgCCG-171686	625	90	163
nuclear-Ath-ArgCCG-183763	0	3	1
nuclear-Ath-ArgCCT-171715	5	3	39
nuclear-Ath-ArgCCT-171716	55716	17667	19612
nuclear-Ath-ArgCCT-171719	3	2	6
nuclear-Ath-ArgTCG-171676	85199	30329	32876
nuclear-Ath-ArgTCG-171677	122	22	23
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	65	16	17
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	32264	4411	8372
nuclear-Ath-ArgTCT-171714	43514	6164	11293
nuclear-Ath-ArgTCT-171717	2705	503	1022
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	2028	426	536
nuclear-Ath-AsnGTT-171727	7523	1842	2242
nuclear-Ath-AsnGTT-171729	20269	5204	6653
nuclear-Ath-AsnGTT-183736	41870	12666	15805
nuclear-Ath-AsnGTT-183737	1	0	3
nuclear-Ath-AsnGTT-183738	7594	1715	2108
nuclear-Ath-AsnGTT-183739	2	1	63
nuclear-Ath-AspGTC-171804	347151	107769	105942
nuclear-Ath-AspGTC-183754	2	0	2
nuclear-Ath-AspGTC-183755	0	0	2
nuclear-Ath-AspGTC-183756	60	23	1699
nuclear-Ath-AspGTC-183757	38	9	230
nuclear-Ath-CysGCA-171684	0	0	0
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	22787	3295	5425
nuclear-Ath-CysGCA-171757	2	0	1
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	2	1	1
nuclear-Ath-CysGCA-171762	162	21	48
nuclear-Ath-CysGCA-183716	0	0	3
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	95	15	17
nuclear-Ath-GlnCTG-171763	44244	4504	7409
nuclear-Ath-GlnCTG-171765	1939	241	344
nuclear-Ath-GlnCTG-171773	3	0	0
